CIDADE,DATA_COMUNICACAO_BO,FLAG_STATUS,VIOLENCIA_DOMESTICA,RUBRICA,DESCR_SUBTIPOLOCAL,DESCR_RELACIONAMENTO,IDADE_PESSOA,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
BARRETOS                                ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,60,,1 Grau completo                         
BARRETOS                                ,2020-03-02,Consumado,,Difamação (art. 139),CASA,,36,NAO INFORMADA                 ,
COLINA                                  ,2020-03-02,Consumado,,Injúria (art. 140),CASA,,57,PENSIONISTA                   ,1 Grau incompleto                       
IBATE                                   ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,UNIAO ESTAVEL                           ,45,AUXILIAR GERAL                ,
IBATE                                   ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,20,,
NUPORANGA                               ,2020-03-02,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,50,,
NUPORANGA                               ,2020-03-02,Consumado,,Injúria (art. 140),VIA PÚBLICA,,50,,
SEVERINIA                               ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,63,,1 Grau incompleto                       
IPUA                                    ,2020-03-02,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,,41,,
BARRETOS                                ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,60,,1 Grau completo                         
IPUA                                    ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),MERCADO,PARENTESCO                              ,46,COMERCIANTE                   ,
IPUA                                    ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,32,,
PITANGUEIRAS                            ,2020-03-02,Consumado,,Maus-tratos (art. 136),CASA,,15,ESTUDANTE                     ,
PITANGUEIRAS                            ,2020-03-02,Consumado,,Estupro de vulneravel (art.217-A),CASA,,15,ESTUDANTE                     ,
PITANGUEIRAS                            ,2020-03-02,Consumado,,Lesão corporal (art. 129),CASA,,35,ESTUDANTE                     ,2 Grau completo                         
FERNANDO PRESTES                        ,2020-03-02,Tentado,,Difamação (art. 139),CASA,,43,,
SEVERINIA                               ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,63,,1 Grau incompleto                       
BARRETOS                                ,2020-03-02,Consumado,,Ameaça (art. 147),CASA,,36,NAO INFORMADA                 ,
IPUA                                    ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,10,ESTUDANTE                     ,
MONTE ALTO                              ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,59,APOSENTADO(A)                 ,1 Grau incompleto                       
ITUVERAVA                               ,2020-03-02,Consumado,,Estupro de vulneravel (art.217-A),CASA,,5,ESTUDANTE                     ,
MATAO                                   ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,35,,1 Grau completo                         
GUAIRA                                  ,2020-03-02,Consumado,,Injúria (art. 140),AREA COMUM-,,38,PRENDAS DOMESTICAS            ,
GUARA                                   ,2020-03-02,Consumado,,Calúnia (art. 138),OUTROS,,17,ESTUDANTE                     ,2 Grau completo                         
MATAO                                   ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,35,,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,UNIAO ESTAVEL                           ,33,SECRETARIO(A)                 ,
SERRA AZUL                              ,2020-03-02,Consumado,,Ameaça (art. 147),CASA,,37,AUTONOMO(A)                   ,1 Grau incompleto                       
SERRA AZUL                              ,2020-03-02,Consumado,,Lesão corporal (art. 129),PRAÇA-OUTROS,,34,PRENDAS DOMESTICAS            ,2 Grau completo                         
LUIS ANTONIO                            ,2020-03-02,Consumado,,Lesão corporal (art 129 § 9º),CASA,PARENTESCO                              ,33,,
BARRINHA                                ,2020-03-02,Consumado,,Difamação (art. 139),CASA,,68,APOSENTADO(A)                 ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),APARTAMENTO,UNIAO ESTAVEL                           ,33,SECRETARIO(A)                 ,
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),OUTROS,UNIAO ESTAVEL                           ,27,PUBLICITARIO(A)               ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),OUTROS,UNIAO ESTAVEL                           ,27,PUBLICITARIO(A)               ,Superior completo                       
MONTE ALTO                              ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,59,APOSENTADO(A)                 ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,CASAMENTO                               ,32,OPERADOR DE CAIXA             ,
AMERICO BRASILIENSE                     ,2020-03-02,Consumado,,Ameaça (art. 147),CASA,,55,PRENDAS DOMESTICAS            ,1 Grau completo                         
AMERICO BRASILIENSE                     ,2020-03-02,Consumado,,A.I.-Injúria (art. 140),WHATSAPP,,15,ESTUDANTE                     ,
AMERICO BRASILIENSE                     ,2020-03-02,Consumado,,A.I.-Ameaça (art. 147),WHATSAPP,,15,ESTUDANTE                     ,
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,31,AUXILIAR DE COBRANCA          ,Superior completo                       
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,31,AUXILIAR DE COBRANCA          ,Superior completo                       
FRANCA                                  ,2020-03-02,Consumado,,Calúnia (art. 138),CASA,,49,CAIXA                         ,
IBITINGA                                ,2020-03-02,Consumado,,Injúria (art. 140),VIA PÚBLICA,,22,OPERADOR(A)                   ,1 Grau completo                         
ARARAQUARA                              ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,PARENTESCO                              ,25,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-02,Consumado,,Injúria (art. 140),CASA,,40,,2 Grau incompleto                       
IBITINGA                                ,2020-03-02,Consumado,,Ameaça (art. 147),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,,32,AUXILIAR DE PRODUCAO          ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-02,Consumado,,Estupro de vulneravel (art.217-A),CASA,,8,ESTUDANTE                     ,
S.CARLOS                                ,2020-03-02,Consumado,,Ameaça (art. 147),CASA,,53,,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),APARTAMENTO,CASAMENTO                               ,32,OPERADOR DE CAIXA             ,
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,43,AUTONOMO(A)                   ,
MIGUELOPOLIS                            ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,67,LAVADOR                       ,1 Grau completo                         
JABOTICABAL                             ,2020-03-02,Consumado,,Lesão corporal (art. 129),CASA,,15,ESTUDANTE                     ,2 Grau incompleto                       
GUARA                                   ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,18,PRENDAS DOMESTICAS            ,
TABATINGA                               ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,71,APOSENTADO(A)                 ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,18,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,22,FAXINEIRO(A)                  ,
MATAO                                   ,2020-03-02,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,17,ESTUDANTE                     ,
AMERICO BRASILIENSE                     ,2020-03-02,Consumado,,A.I.-Estupro (art.213),CORTIÇO-QUARTO,,17,ESTUDANTE                     ,2 Grau incompleto                       
BEBEDOURO                               ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,64,PRENDAS DOMESTICAS            ,
JERIQUARA                               ,2020-03-02,Consumado,,Difamação (art. 139),PREFEITURA MUNICIPAL,,33,ESTUDANTE                     ,
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,18,PRENDAS DOMESTICAS            ,
JERIQUARA                               ,2020-03-02,Consumado,,Ameaça (art. 147),CASA,,38,LAVRADOR(A)                   ,
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,CASAMENTO                               ,40,COZINHEIRO(A)                 ,
TAQUARITINGA                            ,2020-03-02,Consumado,,Ameaça (art. 147),CASA,,56,TECNICO EM ENFERMAGEM         ,2 Grau completo                         
TAQUARITINGA                            ,2020-03-02,Consumado,,Dano (art. 163),CASA,,56,TECNICO EM ENFERMAGEM         ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,47,DOCEIRO                       ,
GUARACI                                 ,2020-03-02,Consumado,,Dano (art. 163),VIA PÚBLICA,,30,AUXILIAR ADMINISTRATIVO       ,
JABORANDI                               ,2020-03-02,Consumado,,Violação de domicílio (art. 150),CASA,,60,APOSENTADO(A)                 ,Superior completo                       
MATAO                                   ,2020-03-02,Tentado,,Injúria (art. 140),CASA,,50,VENDEDOR(A)                   ,2 Grau completo                         
MATAO                                   ,2020-03-02,Tentado,,Lesão corporal (art. 129),CASA,,50,VENDEDOR(A)                   ,2 Grau completo                         
MATAO                                   ,2020-03-02,Consumado,,Ameaça (art. 147),CASA,,39,FAXINEIRO(A)                  ,
MATAO                                   ,2020-03-02,Tentado,,Ameaça (art. 147),CASA,,50,VENDEDOR(A)                   ,2 Grau completo                         
BARRETOS                                ,2020-03-03,Consumado,,Art. 215A - Importunação Sexual,MOTEL-OUTROS,TRABALHO                                ,18,ESTUDANTE                     ,2 Grau incompleto                       
BARRETOS                                ,2020-03-03,Consumado,,Ameaça (art. 147),OUTROS,,31,NAO INFORMADA                 ,Superior completo                       
BARRETOS                                ,2020-03-03,Consumado,,Injúria (art. 140),CASA,,33,AUXILIAR DE COZINHA           ,1 Grau completo                         
BARRETOS                                ,2020-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,33,PRENDAS DOMESTICAS            ,2 Grau completo                         
BARRETOS                                ,2020-03-03,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,33,PRENDAS DOMESTICAS            ,2 Grau completo                         
PONTAL                                  ,2020-03-03,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,38,RECEPCIONISTA                 ,
PONTAL                                  ,2020-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,38,RECEPCIONISTA                 ,
AMERICO BRASILIENSE                     ,2020-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,15,,
AMERICO BRASILIENSE                     ,2020-03-03,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,30,PRENDAS DOMESTICAS            ,2 Grau completo                         
PORTO FERREIRA                          ,2020-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,43,NAO INFORMADA                 ,
MATAO                                   ,2020-03-03,Consumado,,Injúria (art. 140),CASA,,31,,
BATATAIS                                ,2020-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,19,ESTUDANTE                     ,
JABOTICABAL                             ,2020-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,20,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
BARRETOS                                ,2020-03-03,Consumado,,Calúnia (art. 138),LOJA DE MATERIAL DE CONSTRUÇÃO,,35,PROFESSOR(A)                  ,Superior completo                       
